timestamp,rudder_angle_setpoint_rad,rate_of_turn
1789134883094166,-0.062030088156461716,-0.062030088156461716
1789134883104166,-0.05293820798397064,-0.05293820798397064
1789134883114166,-0.06339016556739807,-0.06339016556739807
1789134883126166,-0.09888388216495514,-0.09888388216495514
1789134883134166,-0.07911131531000137,-0.07911131531000137
1789134883142166,-0.07384137809276581,-0.07384137809276581
1789134883152166,-0.0678848996758461,-0.0678848996758461
1789134883164166,-0.06485585868358612,-0.06485585868358612
1789134883174166,-0.07393229007720947,-0.07393229007720947
1789134883186166,-0.08418381959199905,-0.08418381959199905
1789134883188166,-0.0674893856048584,-0.0674893856048584
1789134883204166,-0.033033259212970734,-0.033033259212970734
1789134883214166,-0.03324643522500992,-0.03324643522500992
1789134883222166,-0.08402619510889053,-0.08402619510889053
1789134883234166,-0.08351646363735199,-0.08351646363735199
1789134883246166,-0.0473819226026535,-0.0473819226026535
1789134883250166,-0.046971842646598816,-0.046971842646598816
1789134883264166,-0.051367904990911484,-0.051367904990911484
1789134883274166,-0.05243716388940811,-0.05243716388940811
1789134883284166,-0.053853727877140045,-0.053853727877140045
1789134883294166,-0.051441557705402374,-0.051441557705402374
1789134883306166,-0.09561850130558014,-0.09561850130558014
1789134883316166,-0.10681368410587311,-0.10681368410587311
1789134883324166,-0.10601779073476791,-0.10601779073476791
1789134883334166,-0.10548556596040726,-0.10548556596040726
1789134883342166,-0.10381593555212021,-0.10381593555212021
1789134883352166,-0.06715866923332214,-0.06715866923332214
1789134883366166,-0.07015728205442429,-0.07015728205442429
1789134883376166,-0.08470432460308075,-0.08470432460308075
1789134883382166,-0.08619698882102966,-0.08619698882102966
1789134883394166,-0.08945228159427643,-0.08945228159427643
1789134883404166,-0.09158878773450851,-0.09158878773450851
1789134883414166,-0.08628897368907928,-0.08628897368907928
1789134883426166,-0.031330227851867676,-0.031330227851867676
1789134883434166,-0.05343449488282204,-0.05343449488282204
1789134883444166,-0.03462747484445572,-0.03462747484445572
1789134883448166,-0.038589946925640106,-0.038589946925640106
1789134883464166,-0.04647788405418396,-0.04647788405418396
1789134883474166,-0.055039770901203156,-0.055039770901203156
1789134883486166,-0.08714138716459274,-0.08714138716459274
1789134883496166,-0.08810818195343018,-0.08810818195343018
1789134883504166,-0.09130724519491196,-0.09130724519491196
1789134883514166,-0.0925084725022316,-0.0925084725022316
1789134883524166,-0.09424567222595215,-0.09424567222595215
1789134883534166,-0.10149143636226654,-0.10149143636226654
1789134883544166,-0.06522941589355469,-0.06522941589355469
1789134883556166,-0.05438581481575966,-0.05438581481575966
1789134883564166,-0.05713551118969917,-0.05713551118969917
1789134883574166,-0.059380222111940384,-0.059380222111940384
1789134883582166,-0.0433456227183342,-0.0433456227183342
1789134883594166,-0.06409445405006409,-0.06409445405006409
1789134883606166,-0.08125749975442886,-0.08125749975442886
1789134883614166,-0.10079873353242874,-0.10079873353242874
1789134883624339,-0.07889542728662491,-0.07889542728662491
1789134883634339,-0.08349554240703583,-0.08349554240703583
1789134883644339,-0.08944295346736908,-0.08944295346736908
1789134883654339,-0.07898475229740143,-0.07898475229740143
