timestamp,rudder_angle_setpoint_rad
1789132677795039,-0.002673976356163621
1789132677807035,-0.002674119547009468
1789132677810051,-0.0026741554029285908
1789132677819100,-0.002674263436347246
1789132677831031,-0.0026744059287011623
1789132677843177,-0.002674550749361515
1789132677849094,-0.002674621529877186
1789132677861021,-0.002674764022231102
1789132677867106,-0.0026977674569934607
1789132677879106,-0.002697911113500595
1789132677891041,-0.0026980547700077295
1789132677903152,-0.0026982007548213005
1789132677906025,-0.002698235446587205
1789132677915042,-0.0026983441784977913
1789132677927055,-0.002698488999158144
1789132677939118,-0.0027169736567884684
1789132677951041,-0.002717118477448821
1789132677963133,-0.0027172653935849667
1789132677969093,-0.002717337803915143
1789132677975075,-0.002717410447075963
1789132677987043,-0.0027175559662282467
1789132677999172,-0.0027177033480256796
1789132678011045,-0.002727020066231489
1789132678023136,-0.0027413584757596254
1789132678026024,-0.002725828904658556
1789132678035053,-0.0027415063232183456
1789132678047042,-0.00274121412076056
1789132678059102,-0.0027413619682192802
1789132678071042,-0.002741508651524782
